"","o3","Agency","State.FIPS","County.FIPS","Site","Method","date","time"
"604",37,"MD1","24","02","30002",87,2019-10-29 00:00:00,0
"605",35,"MD1","24","02","30002",87,2019-10-29 01:00:00,1
"606",33,"MD1","24","02","30002",87,2019-10-29 02:00:00,2
"607",32,"MD1","24","02","30002",87,2019-10-29 03:00:00,3
"608",31,"MD1","24","02","30002",87,2019-10-29 04:00:00,4
"609",29,"MD1","24","02","30002",87,2019-10-29 05:00:00,5
"610",27,"MD1","24","02","30002",87,2019-10-29 06:00:00,6
"611",18,"MD1","24","02","30002",87,2019-10-29 07:00:00,7
"612",21,"MD1","24","02","30002",87,2019-10-29 08:00:00,8
"613",35,"MD1","24","02","30002",87,2019-10-29 09:00:00,9
"614",39,"MD1","24","02","30002",87,2019-10-29 10:00:00,10
"615",33,"MD1","24","03","13001",87,2019-10-28 00:00:00,0
"616",32,"MD1","24","03","13001",87,2019-10-28 01:00:00,1
"617",30,"MD1","24","03","13001",87,2019-10-28 02:00:00,2
"618",23,"MD1","24","03","13001",87,2019-10-28 03:00:00,3
"619",16,"MD1","24","03","13001",87,2019-10-28 04:00:00,4
"620",16,"MD1","24","03","13001",87,2019-10-28 05:00:00,5
"621",10,"MD1","24","03","13001",87,2019-10-28 06:00:00,6
"622",5,"MD1","24","03","13001",87,2019-10-28 07:00:00,7
"623",27,"MD1","24","03","13001",87,2019-10-28 08:00:00,8
"624",35,"MD1","24","03","13001",87,2019-10-28 09:00:00,9
"625",37,"MD1","24","03","13001",87,2019-10-28 10:00:00,10
"626",40,"MD1","24","03","13001",87,2019-10-28 11:00:00,11
"627",39,"MD1","24","03","13001",87,2019-10-28 12:00:00,12
"628",39,"MD1","24","03","13001",87,2019-10-28 13:00:00,13
"629",42,"MD1","24","03","13001",87,2019-10-28 14:00:00,14
"630",43,"MD1","24","03","13001",87,2019-10-28 15:00:00,15
"631",40,"MD1","24","03","13001",87,2019-10-28 16:00:00,16
"632",35,"MD1","24","03","13001",87,2019-10-28 17:00:00,17
"633",28,"MD1","24","03","13001",87,2019-10-28 18:00:00,18
"634",21,"MD1","24","03","13001",87,2019-10-28 19:00:00,19
"635",11,"MD1","24","03","13001",87,2019-10-28 20:00:00,20
"636",21,"MD1","24","03","13001",87,2019-10-28 21:00:00,21
"637",21,"MD1","24","03","13001",87,2019-10-28 22:00:00,22
"638",19,"MD1","24","03","13001",87,2019-10-28 23:00:00,23
"639",17,"MD1","24","03","13001",87,2019-10-29 00:00:00,0
"640",17,"MD1","24","03","13001",87,2019-10-29 01:00:00,1
"641",8,"MD1","24","03","13001",87,2019-10-29 02:00:00,2
"642",8,"MD1","24","03","13001",87,2019-10-29 03:00:00,3
"643",18,"MD1","24","03","13001",87,2019-10-29 04:00:00,4
"644",19,"MD1","24","03","13001",87,2019-10-29 05:00:00,5
"645",16,"MD1","24","03","13001",87,2019-10-29 06:00:00,6
"646",14,"MD1","24","03","13001",87,2019-10-29 07:00:00,7
"647",18,"MD1","24","03","13001",87,2019-10-29 08:00:00,8
"648",23,"MD1","24","03","13001",87,2019-10-29 09:00:00,9
"649",28,"MD1","24","03","13001",87,2019-10-29 10:00:00,10
"650",30,"MD1","24","03","13001",87,2019-10-29 11:00:00,11
"651",31,"MD1","24","03","13001",87,2019-10-29 12:00:00,12
"652",32,"MD1","24","01","30001",87,2019-10-28 00:00:00,0
"653",32,"MD1","24","01","30001",87,2019-10-28 01:00:00,1
"654",31,"MD1","24","01","30001",87,2019-10-28 02:00:00,2
"655",29,"MD1","24","01","30001",87,2019-10-28 03:00:00,3
"656",31,"MD1","24","01","30001",87,2019-10-28 04:00:00,4
"657",32,"MD1","24","01","30001",87,2019-10-28 05:00:00,5
"658",31,"MD1","24","01","30001",87,2019-10-28 06:00:00,6
"659",28,"MD1","24","01","30001",87,2019-10-28 07:00:00,7
"660",35,"MD1","24","01","30001",87,2019-10-28 08:00:00,8
"661",38,"MD1","24","01","30001",87,2019-10-28 09:00:00,9
"662",41,"MD1","24","01","30001",87,2019-10-28 10:00:00,10
"663",42,"MD1","24","01","30001",87,2019-10-28 11:00:00,11
"664",43,"MD1","24","01","30001",87,2019-10-28 12:00:00,12
"665",45,"MD1","24","01","30001",87,2019-10-28 13:00:00,13
"666",44,"MD1","24","01","30001",87,2019-10-28 14:00:00,14
"667",42,"MD1","24","01","30001",87,2019-10-28 15:00:00,15
"668",41,"MD1","24","01","30001",87,2019-10-28 16:00:00,16
"669",36,"MD1","24","01","30001",87,2019-10-28 17:00:00,17
"670",27,"MD1","24","01","30001",87,2019-10-28 18:00:00,18
"671",21,"MD1","24","01","30001",87,2019-10-28 19:00:00,19
"672",23,"MD1","24","01","30001",87,2019-10-28 20:00:00,20
"673",27,"MD1","24","01","30001",87,2019-10-28 21:00:00,21
"674",25,"MD1","24","01","30001",87,2019-10-28 22:00:00,22
"675",25,"MD1","24","01","30001",87,2019-10-28 23:00:00,23
"676",28,"MD1","24","01","30001",87,2019-10-29 00:00:00,0
"677",28,"MD1","24","01","30001",87,2019-10-29 01:00:00,1
"678",23,"MD1","24","01","30001",87,2019-10-29 02:00:00,2
"679",24,"MD1","24","01","30001",87,2019-10-29 03:00:00,3
"680",24,"MD1","24","01","30001",87,2019-10-29 04:00:00,4
"681",19,"MD1","24","01","30001",87,2019-10-29 05:00:00,5
"682",17,"MD1","24","01","30001",87,2019-10-29 06:00:00,6
"683",18,"MD1","24","01","30001",87,2019-10-29 07:00:00,7
"684",20,"MD1","24","01","30001",87,2019-10-29 08:00:00,8
"685",24,"MD1","24","01","30001",87,2019-10-29 09:00:00,9
"686",29,"MD1","24","01","30001",87,2019-10-29 11:00:00,11
"687",31,"MD1","24","01","30001",87,2019-10-29 12:00:00,12
"688",20,"MD1","24","01","70010",87,2019-10-28 00:00:00,0
"689",17,"MD1","24","01","70010",87,2019-10-28 01:00:00,1
"690",15,"MD1","24","01","70010",87,2019-10-28 02:00:00,2
"691",19,"MD1","24","01","70010",87,2019-10-28 03:00:00,3
"692",22,"MD1","24","01","70010",87,2019-10-28 04:00:00,4
"693",19,"MD1","24","01","70010",87,2019-10-28 05:00:00,5
"694",11,"MD1","24","01","70010",87,2019-10-28 06:00:00,6
"695",5,"MD1","24","01","70010",87,2019-10-28 07:00:00,7
"696",14,"MD1","24","01","70010",87,2019-10-28 08:00:00,8
"697",28,"MD1","24","01","70010",87,2019-10-28 09:00:00,9
"698",33,"MD1","24","01","70010",87,2019-10-28 10:00:00,10
"699",35,"MD1","24","01","70010",87,2019-10-28 11:00:00,11
"700",37,"MD1","24","01","70010",87,2019-10-28 12:00:00,12
"701",39,"MD1","24","01","70010",87,2019-10-28 13:00:00,13
"702",40,"MD1","24","01","70010",87,2019-10-28 14:00:00,14
"703",39,"MD1","24","01","70010",87,2019-10-28 15:00:00,15
"704",37,"MD1","24","01","70010",87,2019-10-28 16:00:00,16
"705",30,"MD1","24","01","70010",87,2019-10-28 17:00:00,17
"706",22,"MD1","24","01","70010",87,2019-10-28 18:00:00,18
"707",14,"MD1","24","01","70010",87,2019-10-28 19:00:00,19
"708",8,"MD1","24","01","70010",87,2019-10-28 20:00:00,20
"709",4,"MD1","24","01","70010",87,2019-10-28 21:00:00,21
"710",9,"MD1","24","01","70010",87,2019-10-28 22:00:00,22
"711",18,"MD1","24","01","70010",87,2019-10-28 23:00:00,23
"712",21,"MD1","24","01","70010",87,2019-10-29 00:00:00,0
"713",19,"MD1","24","01","70010",87,2019-10-29 01:00:00,1
"714",19,"MD1","24","01","70010",87,2019-10-29 02:00:00,2
"715",22,"MD1","24","01","70010",87,2019-10-29 03:00:00,3
"716",22,"MD1","24","01","70010",87,2019-10-29 04:00:00,4
"717",18,"MD1","24","01","70010",87,2019-10-29 05:00:00,5
"718",12,"MD1","24","01","70010",87,2019-10-29 06:00:00,6
"719",8,"MD1","24","01","70010",87,2019-10-29 07:00:00,7
"720",15,"MD1","24","01","70010",87,2019-10-29 08:00:00,8
"721",27,"MD1","24","01","70010",87,2019-10-29 09:00:00,9
"722",31,"MD1","24","01","70010",87,2019-10-29 10:00:00,10
"723",34,"MD1","24","01","70010",87,2019-10-29 11:00:00,11
"724",36,"MD1","24","01","70010",87,2019-10-29 12:00:00,12
