"","date","O3","NO2","WD","WS"
"1",2019-07-01 00:00:00,31,3,NA,NA
"2",2019-07-01 01:00:00,28,4,NA,NA
"3",2019-07-01 10:00:00,41,NA,NA,NA
"4",2019-07-01 11:00:00,45,NA,NA,NA
"5",2019-07-01 12:00:00,48,NA,NA,NA
"6",2019-07-01 13:00:00,51,NA,NA,NA
"7",2019-07-01 14:00:00,54,NA,NA,NA
"8",2019-07-01 15:00:00,56,NA,NA,NA
"9",2019-07-01 16:00:00,57,NA,NA,NA
"10",2019-07-01 17:00:00,59,NA,NA,NA
"11",2019-07-01 18:00:00,53,NA,NA,NA
"12",2019-07-01 19:00:00,50,NA,NA,NA
"13",2019-07-01 02:00:00,25,5,NA,NA
"14",2019-07-01 20:00:00,41,NA,NA,NA
"15",2019-07-01 21:00:00,31,NA,NA,NA
"16",2019-07-01 22:00:00,26,NA,NA,NA
"17",2019-07-01 23:00:00,17,NA,NA,NA
"18",2019-07-01 03:00:00,20,8,NA,NA
"19",2019-07-01 04:00:00,18,8,NA,NA
"20",2019-07-01 05:00:00,17,9,NA,NA
"21",2019-07-01 06:00:00,20,7,NA,NA
"22",2019-07-01 07:00:00,25,3,NA,NA
"23",2019-07-01 08:00:00,30,3,NA,NA
"24",2019-07-01 09:00:00,36,NA,NA,NA
"25",2019-07-10 00:00:00,31,NA,NA,NA
"26",2019-07-10 01:00:00,31,NA,NA,NA
"27",2019-07-10 10:00:00,54,NA,NA,NA
"28",2019-07-10 11:00:00,55,NA,NA,NA
"29",2019-07-10 12:00:00,55,NA,NA,NA
"30",2019-07-10 13:00:00,55,NA,NA,NA
"31",2019-07-10 14:00:00,53,NA,NA,NA
"32",2019-07-10 15:00:00,53,NA,NA,NA
"33",2019-07-10 16:00:00,55,NA,NA,NA
"34",2019-07-10 17:00:00,54,NA,NA,NA
"35",2019-07-10 18:00:00,50,NA,NA,NA
"36",2019-07-10 19:00:00,46,NA,NA,NA
"37",2019-07-10 02:00:00,29,NA,NA,NA
"38",2019-07-10 20:00:00,48,NA,NA,NA
"39",2019-07-10 21:00:00,46,NA,NA,NA
"40",2019-07-10 22:00:00,45,NA,NA,NA
"41",2019-07-10 23:00:00,43,NA,NA,NA
"42",2019-07-10 03:00:00,28,NA,NA,NA
"43",2019-07-10 04:00:00,22,NA,NA,NA
"44",2019-07-10 05:00:00,19,NA,NA,NA
"45",2019-07-10 06:00:00,22,NA,NA,NA
"46",2019-07-10 07:00:00,30,NA,NA,NA
"47",2019-07-10 08:00:00,33,NA,NA,NA
"48",2019-07-10 09:00:00,45,NA,NA,NA
"49",2019-07-11 00:00:00,39,NA,NA,NA
"50",2019-07-11 01:00:00,37,NA,NA,NA
"51",2019-07-11 10:00:00,38,NA,NA,NA
"52",2019-07-11 11:00:00,43,NA,NA,NA
"53",2019-07-11 12:00:00,45,NA,NA,NA
"54",2019-07-11 13:00:00,48,NA,NA,NA
"55",2019-07-11 14:00:00,46,NA,NA,NA
"56",2019-07-11 15:00:00,41,NA,NA,NA
"57",2019-07-11 16:00:00,37,NA,NA,NA
"58",2019-07-11 17:00:00,32,NA,NA,NA
"59",2019-07-11 18:00:00,32,NA,NA,NA
"60",2019-07-11 19:00:00,30,NA,NA,NA
"61",2019-07-11 02:00:00,33,NA,NA,NA
"62",2019-07-11 20:00:00,29,NA,NA,NA
"63",2019-07-11 21:00:00,31,NA,NA,NA
"64",2019-07-11 22:00:00,33,NA,NA,NA
"65",2019-07-11 23:00:00,28,NA,NA,NA
"66",2019-07-11 03:00:00,30,NA,NA,NA
"67",2019-07-11 04:00:00,25,NA,NA,NA
"68",2019-07-11 05:00:00,19,NA,NA,NA
"69",2019-07-11 06:00:00,19,NA,NA,NA
"70",2019-07-11 07:00:00,24,NA,NA,NA
"71",2019-07-11 08:00:00,30,NA,NA,NA
"72",2019-07-11 09:00:00,31,NA,NA,NA
"73",2019-07-12 00:00:00,30,NA,NA,NA
"74",2019-07-12 01:00:00,31,NA,NA,NA
"75",2019-07-12 10:00:00,56,NA,NA,NA
"76",2019-07-12 11:00:00,58,NA,NA,NA
"77",2019-07-12 12:00:00,59,NA,NA,NA
"78",2019-07-12 13:00:00,61,NA,NA,NA
"79",2019-07-12 14:00:00,59,NA,NA,NA
"80",2019-07-12 15:00:00,58,NA,NA,NA
"81",2019-07-12 16:00:00,58,NA,NA,NA
"82",2019-07-12 17:00:00,57,NA,NA,NA
"83",2019-07-12 18:00:00,55,NA,NA,NA
"84",2019-07-12 19:00:00,52,NA,NA,NA
"85",2019-07-12 02:00:00,30,NA,NA,NA
"86",2019-07-12 20:00:00,48,NA,NA,NA
"87",2019-07-12 21:00:00,41,NA,NA,NA
"88",2019-07-12 22:00:00,37,NA,NA,NA
"89",2019-07-12 23:00:00,42,NA,NA,NA
"90",2019-07-12 03:00:00,27,NA,NA,NA
"91",2019-07-12 04:00:00,23,NA,NA,NA
"92",2019-07-12 05:00:00,20,NA,NA,NA
"93",2019-07-12 06:00:00,21,NA,NA,NA
"94",2019-07-12 07:00:00,28,NA,NA,NA
"95",2019-07-12 08:00:00,38,NA,NA,NA
"96",2019-07-12 09:00:00,51,NA,NA,NA
"97",2019-07-13 00:00:00,44,NA,NA,NA
"98",2019-07-13 01:00:00,40,NA,NA,NA
"99",2019-07-13 10:00:00,59,NA,NA,NA
"100",2019-07-13 11:00:00,59,NA,NA,NA
"101",2019-07-13 12:00:00,63,NA,NA,NA
"102",2019-07-13 13:00:00,67,NA,NA,NA
"103",2019-07-13 14:00:00,72,NA,NA,NA
"104",2019-07-13 15:00:00,71,NA,NA,NA
"105",2019-07-13 16:00:00,66,NA,NA,NA
"106",2019-07-13 17:00:00,65,NA,NA,NA
"107",2019-07-13 18:00:00,65,NA,NA,NA
"108",2019-07-13 19:00:00,56,NA,NA,NA
"109",2019-07-13 02:00:00,36,NA,NA,NA
"110",2019-07-13 20:00:00,48,NA,NA,NA
"111",2019-07-13 21:00:00,42,NA,NA,NA
"112",2019-07-13 22:00:00,39,NA,NA,NA
"113",2019-07-13 23:00:00,36,NA,NA,NA
"114",2019-07-13 03:00:00,35,NA,NA,NA
"115",2019-07-13 04:00:00,36,NA,NA,NA
"116",2019-07-13 05:00:00,30,NA,NA,NA
"117",2019-07-13 06:00:00,32,NA,NA,NA
"118",2019-07-13 07:00:00,39,NA,NA,NA
"119",2019-07-13 08:00:00,47,NA,NA,NA
"120",2019-07-13 09:00:00,56,NA,NA,NA
"121",2019-07-14 00:00:00,33,NA,NA,NA
"122",2019-07-14 01:00:00,32,NA,NA,NA
"123",2019-07-14 10:00:00,60,NA,NA,NA
"124",2019-07-14 11:00:00,63,NA,NA,NA
"125",2019-07-14 12:00:00,60,NA,NA,NA
"126",2019-07-14 13:00:00,59,NA,NA,NA
"127",2019-07-14 14:00:00,57,NA,NA,NA
"128",2019-07-14 15:00:00,57,NA,NA,NA
"129",2019-07-14 16:00:00,57,NA,NA,NA
"130",2019-07-14 17:00:00,54,NA,NA,NA
"131",2019-07-14 18:00:00,52,NA,NA,NA
"132",2019-07-14 19:00:00,50,NA,NA,NA
"133",2019-07-14 02:00:00,34,NA,NA,NA
"134",2019-07-14 20:00:00,48,NA,NA,NA
"135",2019-07-14 21:00:00,44,NA,NA,NA
"136",2019-07-14 22:00:00,40,NA,NA,NA
"137",2019-07-14 23:00:00,38,NA,NA,NA
"138",2019-07-14 03:00:00,37,NA,NA,NA
"139",2019-07-14 04:00:00,40,NA,NA,NA
"140",2019-07-14 05:00:00,41,NA,NA,NA
"141",2019-07-14 06:00:00,44,NA,NA,NA
"142",2019-07-14 07:00:00,48,NA,NA,NA
"143",2019-07-14 08:00:00,53,NA,NA,NA
"144",2019-07-14 09:00:00,59,NA,NA,NA
"145",2019-07-15 00:00:00,37,NA,NA,NA
"146",2019-07-15 01:00:00,37,NA,NA,NA
"147",2019-07-15 10:00:00,78,NA,NA,NA
"148",2019-07-15 11:00:00,69,NA,NA,NA
"149",2019-07-15 12:00:00,64,NA,NA,NA
"150",2019-07-15 13:00:00,56,NA,NA,NA
"151",2019-07-15 14:00:00,56,NA,NA,NA
"152",2019-07-15 15:00:00,59,NA,NA,NA
"153",2019-07-15 16:00:00,63,NA,NA,NA
"154",2019-07-15 17:00:00,65,NA,NA,NA
"155",2019-07-15 18:00:00,58,NA,NA,NA
"156",2019-07-15 19:00:00,51,NA,NA,NA
"157",2019-07-15 02:00:00,32,NA,NA,NA
"158",2019-07-15 20:00:00,47,NA,NA,NA
"159",2019-07-15 21:00:00,38,NA,NA,NA
"160",2019-07-15 22:00:00,35,NA,NA,NA
"161",2019-07-15 23:00:00,29,NA,NA,NA
"162",2019-07-15 03:00:00,28,NA,NA,NA
"163",2019-07-15 04:00:00,28,NA,NA,NA
"164",2019-07-15 05:00:00,27,NA,NA,NA
"165",2019-07-15 06:00:00,27,NA,NA,NA
"166",2019-07-15 07:00:00,30,NA,NA,NA
"167",2019-07-15 08:00:00,36,NA,NA,NA
"168",2019-07-15 09:00:00,47,NA,NA,NA
"169",2019-07-16 00:00:00,27,NA,NA,NA
"170",2019-07-16 01:00:00,21,NA,NA,NA
"171",2019-07-16 10:00:00,70,NA,NA,NA
"172",2019-07-16 11:00:00,86,NA,NA,NA
"173",2019-07-16 12:00:00,90,NA,NA,NA
"174",2019-07-16 13:00:00,74,NA,NA,NA
"175",2019-07-16 14:00:00,73,NA,NA,NA
"176",2019-07-16 15:00:00,66,NA,NA,NA
"177",2019-07-16 16:00:00,59,NA,NA,NA
"178",2019-07-16 17:00:00,54,NA,NA,NA
"179",2019-07-16 18:00:00,49,NA,NA,NA
"180",2019-07-16 19:00:00,46,NA,NA,NA
"181",2019-07-16 02:00:00,18,NA,NA,NA
"182",2019-07-16 20:00:00,38,NA,NA,NA
"183",2019-07-16 21:00:00,42,NA,NA,NA
"184",2019-07-16 22:00:00,40,NA,NA,NA
"185",2019-07-16 23:00:00,38,NA,NA,NA
"186",2019-07-16 03:00:00,16,NA,NA,NA
"187",2019-07-16 04:00:00,18,NA,NA,NA
"188",2019-07-16 05:00:00,14,NA,NA,NA
"189",2019-07-16 06:00:00,21,NA,NA,NA
"190",2019-07-16 07:00:00,23,NA,NA,NA
"191",2019-07-16 08:00:00,34,NA,NA,NA
"192",2019-07-16 09:00:00,49,NA,NA,NA
"193",2019-07-17 00:00:00,33,NA,NA,NA
"194",2019-07-17 01:00:00,33,NA,NA,NA
"195",2019-07-17 10:00:00,56,NA,NA,NA
"196",2019-07-17 11:00:00,48,NA,NA,NA
"197",2019-07-17 12:00:00,61,NA,NA,NA
"198",2019-07-17 13:00:00,49,NA,NA,NA
"199",2019-07-17 14:00:00,49,NA,NA,NA
"200",2019-07-17 15:00:00,44,NA,NA,NA
"201",2019-07-17 16:00:00,35,NA,NA,NA
"202",2019-07-17 17:00:00,27,NA,NA,NA
"203",2019-07-17 18:00:00,18,NA,NA,NA
"204",2019-07-17 19:00:00,21,NA,NA,NA
"205",2019-07-17 02:00:00,30,NA,NA,NA
"206",2019-07-17 20:00:00,17,NA,NA,NA
"207",2019-07-17 21:00:00,14,NA,NA,NA
"208",2019-07-17 22:00:00,10,NA,NA,NA
"209",2019-07-17 23:00:00,11,NA,NA,NA
"210",2019-07-17 03:00:00,30,NA,NA,NA
"211",2019-07-17 04:00:00,28,NA,NA,NA
"212",2019-07-17 05:00:00,24,NA,NA,NA
"213",2019-07-17 06:00:00,20,NA,NA,NA
"214",2019-07-17 07:00:00,28,NA,NA,NA
"215",2019-07-17 08:00:00,40,NA,NA,NA
"216",2019-07-17 09:00:00,52,NA,NA,NA
"217",2019-07-18 00:00:00,9,NA,NA,NA
"218",2019-07-18 10:00:00,38,NA,NA,NA
"219",2019-07-18 11:00:00,43,NA,NA,NA
"220",2019-07-18 12:00:00,44,NA,NA,NA
"221",2019-07-18 13:00:00,43,NA,NA,NA
"222",2019-07-18 14:00:00,42,NA,NA,NA
"223",2019-07-18 15:00:00,43,NA,NA,NA
"224",2019-07-18 16:00:00,46,NA,NA,NA
"225",2019-07-18 17:00:00,47,NA,NA,NA
"226",2019-07-18 18:00:00,48,NA,NA,NA
"227",2019-07-18 19:00:00,45,NA,NA,NA
"228",2019-07-18 20:00:00,41,NA,NA,NA
"229",2019-07-18 21:00:00,33,NA,NA,NA
"230",2019-07-18 22:00:00,25,NA,NA,NA
"231",2019-07-18 23:00:00,15,NA,NA,NA
"232",2019-07-18 07:00:00,16,NA,NA,NA
"233",2019-07-18 08:00:00,29,NA,NA,NA
"234",2019-07-18 09:00:00,35,NA,NA,NA
"235",2019-07-19 00:00:00,20,NA,NA,NA
"236",2019-07-19 01:00:00,23,NA,NA,NA
"237",2019-07-19 10:00:00,45,NA,NA,NA
"238",2019-07-19 11:00:00,47,NA,NA,NA
"239",2019-07-19 12:00:00,50,NA,NA,NA
"240",2019-07-19 13:00:00,54,NA,NA,NA
"241",2019-07-19 14:00:00,67,NA,NA,NA
"242",2019-07-19 15:00:00,58,NA,NA,NA
"243",2019-07-19 16:00:00,50,NA,NA,NA
"244",2019-07-19 17:00:00,50,NA,NA,NA
"245",2019-07-19 18:00:00,46,NA,NA,NA
"246",2019-07-19 19:00:00,41,NA,NA,NA
"247",2019-07-19 02:00:00,20,NA,NA,NA
"248",2019-07-19 20:00:00,36,NA,NA,NA
"249",2019-07-19 21:00:00,34,NA,NA,NA
"250",2019-07-19 22:00:00,29,NA,NA,NA
"251",2019-07-19 23:00:00,25,NA,NA,NA
"252",2019-07-19 03:00:00,21,NA,NA,NA
"253",2019-07-19 04:00:00,20,NA,NA,NA
"254",2019-07-19 05:00:00,22,NA,NA,NA
"255",2019-07-19 06:00:00,26,NA,NA,NA
"256",2019-07-19 07:00:00,32,NA,NA,NA
"257",2019-07-19 08:00:00,39,NA,NA,NA
"258",2019-07-19 09:00:00,44,NA,NA,NA
"259",2019-07-02 00:00:00,18,NA,NA,NA
"260",2019-07-02 01:00:00,16,NA,NA,NA
"261",2019-07-02 10:00:00,66,NA,NA,NA
"262",2019-07-02 11:00:00,71,NA,NA,NA
"263",2019-07-02 12:00:00,68,NA,NA,NA
"264",2019-07-02 13:00:00,69,NA,NA,NA
"265",2019-07-02 14:00:00,68,NA,NA,NA
"266",2019-07-02 15:00:00,66,NA,NA,NA
"267",2019-07-02 16:00:00,56,NA,NA,NA
"268",2019-07-02 17:00:00,46,NA,NA,NA
"269",2019-07-02 18:00:00,44,NA,NA,NA
"270",2019-07-02 19:00:00,49,NA,NA,NA
"271",2019-07-02 02:00:00,22,NA,NA,NA
"272",2019-07-02 20:00:00,36,NA,NA,NA
"273",2019-07-02 21:00:00,27,NA,NA,NA
"274",2019-07-02 22:00:00,24,NA,NA,NA
"275",2019-07-02 23:00:00,27,NA,NA,NA
"276",2019-07-02 03:00:00,22,NA,NA,NA
"277",2019-07-02 04:00:00,18,NA,NA,NA
"278",2019-07-02 05:00:00,18,NA,NA,NA
"279",2019-07-02 06:00:00,20,NA,NA,NA
"280",2019-07-02 07:00:00,27,NA,NA,NA
"281",2019-07-02 08:00:00,47,NA,NA,NA
"282",2019-07-02 09:00:00,58,NA,NA,NA
"283",2019-07-20 00:00:00,22,NA,NA,NA
"284",2019-07-20 01:00:00,25,NA,NA,NA
"285",2019-07-20 10:00:00,46,NA,NA,NA
"286",2019-07-20 11:00:00,50,NA,NA,NA
"287",2019-07-20 12:00:00,51,NA,NA,NA
"288",2019-07-20 13:00:00,57,NA,NA,NA
"289",2019-07-20 14:00:00,56,NA,NA,NA
"290",2019-07-20 15:00:00,52,NA,NA,NA
"291",2019-07-20 02:00:00,27,NA,NA,NA
"292",2019-07-20 03:00:00,27,NA,NA,NA
"293",2019-07-20 04:00:00,26,NA,NA,NA
"294",2019-07-20 05:00:00,25,NA,NA,NA
"295",2019-07-20 06:00:00,28,NA,NA,NA
"296",2019-07-20 07:00:00,34,NA,NA,NA
"297",2019-07-20 08:00:00,40,NA,NA,NA
"298",2019-07-20 09:00:00,42,NA,NA,NA
"299",2019-07-22 10:00:00,63,NA,NA,NA
"300",2019-07-22 11:00:00,73,NA,NA,NA
"301",2019-07-22 12:00:00,58,NA,NA,NA
"302",2019-07-22 13:00:00,47,NA,NA,NA
"303",2019-07-22 14:00:00,42,NA,NA,NA
"304",2019-07-22 15:00:00,40,NA,NA,NA
"305",2019-07-22 16:00:00,39,NA,NA,NA
"306",2019-07-22 17:00:00,38,NA,NA,NA
"307",2019-07-22 18:00:00,36,NA,NA,NA
"308",2019-07-22 19:00:00,36,NA,NA,NA
"309",2019-07-22 20:00:00,42,NA,NA,NA
"310",2019-07-22 21:00:00,43,NA,NA,NA
"311",2019-07-22 22:00:00,38,NA,NA,NA
"312",2019-07-22 23:00:00,34,NA,NA,NA
"313",2019-07-22 07:00:00,261,NA,NA,NA
"314",2019-07-22 08:00:00,36,NA,NA,NA
"315",2019-07-22 09:00:00,50,NA,NA,NA
"316",2019-07-23 00:00:00,32,NA,NA,NA
"317",2019-07-23 01:00:00,27,NA,NA,NA
"318",2019-07-23 10:00:00,23,NA,NA,NA
"319",2019-07-23 11:00:00,28,NA,NA,NA
"320",2019-07-23 12:00:00,30,NA,NA,NA
"321",2019-07-23 13:00:00,35,NA,NA,NA
"322",2019-07-23 14:00:00,35,NA,NA,NA
"323",2019-07-23 15:00:00,36,NA,NA,NA
"324",2019-07-23 16:00:00,36,NA,NA,NA
"325",2019-07-23 17:00:00,35,NA,NA,NA
"326",2019-07-23 18:00:00,34,NA,NA,NA
"327",2019-07-23 19:00:00,32,NA,NA,NA
"328",2019-07-23 02:00:00,27,NA,NA,NA
"329",2019-07-23 20:00:00,25,NA,NA,NA
"330",2019-07-23 21:00:00,23,NA,NA,NA
"331",2019-07-23 22:00:00,23,NA,NA,NA
"332",2019-07-23 23:00:00,24,NA,NA,NA
"333",2019-07-23 03:00:00,26,NA,NA,NA
"334",2019-07-23 04:00:00,23,NA,NA,NA
"335",2019-07-23 05:00:00,23,NA,NA,NA
"336",2019-07-23 06:00:00,21,NA,NA,NA
"337",2019-07-23 07:00:00,19,NA,NA,NA
"338",2019-07-23 08:00:00,17,NA,NA,NA
"339",2019-07-23 09:00:00,19,NA,NA,NA
"340",2019-07-24 00:00:00,24,NA,NA,NA
"341",2019-07-24 01:00:00,24,NA,NA,NA
"342",2019-07-24 10:00:00,43,NA,NA,NA
"343",2019-07-24 11:00:00,44,NA,NA,NA
"344",2019-07-24 12:00:00,46,NA,NA,NA
"345",2019-07-24 13:00:00,45,NA,NA,NA
"346",2019-07-24 14:00:00,46,NA,NA,NA
"347",2019-07-24 15:00:00,47,NA,NA,NA
"348",2019-07-24 16:00:00,47,NA,NA,NA
"349",2019-07-24 17:00:00,50,NA,NA,NA
"350",2019-07-24 18:00:00,46,NA,NA,NA
"351",2019-07-24 19:00:00,42,NA,NA,NA
"352",2019-07-24 02:00:00,24,NA,NA,NA
"353",2019-07-24 20:00:00,39,NA,NA,NA
"354",2019-07-24 21:00:00,36,NA,NA,NA
"355",2019-07-24 22:00:00,33,NA,NA,NA
"356",2019-07-24 23:00:00,33,NA,NA,NA
"357",2019-07-24 03:00:00,20,NA,NA,NA
"358",2019-07-24 04:00:00,18,NA,NA,NA
"359",2019-07-24 05:00:00,16,NA,NA,NA
"360",2019-07-24 06:00:00,17,NA,NA,NA
"361",2019-07-24 07:00:00,25,NA,NA,NA
"362",2019-07-24 08:00:00,32,NA,NA,NA
"363",2019-07-24 09:00:00,38,NA,NA,NA
"364",2019-07-25 00:00:00,31,NA,290.2,3
"365",2019-07-25 01:00:00,31,NA,305.6,3.8
"366",2019-07-25 10:00:00,47,NA,324.7,2.2
"367",2019-07-25 11:00:00,49,NA,0,NA
"368",2019-07-25 12:00:00,48,NA,0,NA
"369",2019-07-25 13:00:00,50,NA,16.8,2.6
"370",2019-07-25 14:00:00,51,NA,341.1,2.6
"371",2019-07-25 15:00:00,49,NA,42.9,2.2
"372",2019-07-25 16:00:00,51,NA,61.1,1.7
"373",2019-07-25 17:00:00,56,NA,72.5,2.1
"374",2019-07-25 18:00:00,55,NA,96.3,1.5
"375",2019-07-25 19:00:00,51,NA,111.6,1.5
"376",2019-07-25 02:00:00,31,NA,312.8,2.6
"377",2019-07-25 20:00:00,41,NA,72.1,0.8
"378",2019-07-25 21:00:00,21,NA,9.6,0.7
"379",2019-07-25 22:00:00,14,NA,359,0.8
"380",2019-07-25 23:00:00,5,NA,345.4,0.8
"381",2019-07-25 03:00:00,30,NA,292.1,2
"382",2019-07-25 04:00:00,26,NA,299.9,2.1
"383",2019-07-25 05:00:00,23,NA,301.7,2.8
"384",2019-07-25 06:00:00,20,NA,324.5,2.7
"385",2019-07-25 07:00:00,23,NA,320.5,2.1
"386",2019-07-25 08:00:00,32,NA,347.2,2.1
"387",2019-07-25 09:00:00,39,NA,354.4,1.6
"388",2019-07-26 00:00:00,12,NA,357.2,0.8
"389",2019-07-26 01:00:00,7,NA,34.2,0.6
"390",2019-07-26 10:00:00,61,NA,8.6,1.8
"391",2019-07-26 11:00:00,63,NA,7.1,2
"392",2019-07-26 12:00:00,61,NA,59.8,2.1
"393",2019-07-26 13:00:00,68,NA,116.4,2.5
"394",2019-07-26 14:00:00,71,NA,108.7,1.8
"395",2019-07-26 15:00:00,66,NA,115.1,1.7
"396",2019-07-26 16:00:00,57,NA,99.4,2.2
"397",2019-07-26 17:00:00,53,NA,110.4,2.6
"398",2019-07-26 18:00:00,53,NA,122.3,2.5
"399",2019-07-26 19:00:00,51,NA,139.6,1.9
"400",2019-07-26 02:00:00,4,NA,326.6,1.1
"401",2019-07-26 20:00:00,45,NA,149.7,1.3
"402",2019-07-26 21:00:00,39,NA,166,1.1
"403",2019-07-26 22:00:00,33,NA,158.5,1.2
"404",2019-07-26 23:00:00,44,NA,174.5,1.8
"405",2019-07-26 03:00:00,5,NA,322.6,1.5
"406",2019-07-26 04:00:00,14,NA,316.3,2.1
"407",2019-07-26 05:00:00,13,NA,317.5,1.5
"408",2019-07-26 06:00:00,11,NA,358.7,0.3
"409",2019-07-26 07:00:00,17,NA,345.9,0.4
"410",2019-07-26 08:00:00,45,NA,13.9,1.3
"411",2019-07-26 09:00:00,55,NA,43.3,2
"412",2019-07-27 00:00:00,38,NA,189.6,1.8
"413",2019-07-27 01:00:00,36,NA,203.6,1.3
"414",2019-07-27 10:00:00,60,NA,150,2.7
"415",2019-07-27 11:00:00,60,NA,158,2.7
"416",2019-07-27 12:00:00,62,NA,178.4,2.6
"417",2019-07-27 13:00:00,64,NA,4.4,2.3
"418",2019-07-27 15:00:00,305,NA,168.8,2.7
"419",2019-07-27 16:00:00,63,NA,170.6,2.8
"420",2019-07-27 17:00:00,59,NA,177.3,3.2
"421",2019-07-27 18:00:00,54,NA,177.6,3.7
"422",2019-07-27 19:00:00,53,NA,182.1,3.3
"423",2019-07-27 02:00:00,30,NA,229.8,0.9
"424",2019-07-27 20:00:00,54,NA,178.7,3.1
"425",2019-07-27 21:00:00,52,NA,180.3,3
"426",2019-07-27 22:00:00,50,NA,188.5,3.3
"427",2019-07-27 23:00:00,49,NA,186.3,3.5
"428",2019-07-27 03:00:00,33,NA,268.5,1.3
"429",2019-07-27 04:00:00,33,NA,224.6,0.6
"430",2019-07-27 05:00:00,25,NA,213.5,0.4
"431",2019-07-27 06:00:00,28,NA,197.1,0.8
"432",2019-07-27 07:00:00,33,NA,27.3,0.4
"433",2019-07-27 08:00:00,44,NA,204.6,1
"434",2019-07-27 09:00:00,54,NA,180.7,2.2
"435",2019-07-28 00:00:00,46,NA,191.8,2.9
"436",2019-07-28 01:00:00,44,NA,200.5,3
"437",2019-07-28 10:00:00,54,NA,287.7,2.3
"438",2019-07-28 11:00:00,57,NA,293.5,2.9
"439",2019-07-28 12:00:00,59,NA,288.8,2.5
"440",2019-07-28 13:00:00,61,NA,270.1,2
"441",2019-07-28 14:00:00,67,NA,193.8,2.3
"442",2019-07-28 15:00:00,69,NA,179.6,2.6
"443",2019-07-28 16:00:00,67,NA,183.7,1.7
"444",2019-07-28 17:00:00,65,NA,222.6,1.5
"445",2019-07-28 18:00:00,59,NA,224.7,1.7
"446",2019-07-28 19:00:00,47,NA,188.7,2.1
"447",2019-07-28 02:00:00,44,NA,200.5,3.3
"448",2019-07-28 20:00:00,38,NA,183.5,2.1
"449",2019-07-28 21:00:00,43,NA,179.8,2.5
"450",2019-07-28 22:00:00,40,NA,189.1,2.5
"451",2019-07-28 23:00:00,39,NA,189.7,2.9
"452",2019-07-28 03:00:00,40,NA,198.2,2.9
"453",2019-07-28 04:00:00,34,NA,205.2,2.1
"454",2019-07-28 05:00:00,30,NA,202.2,2.1
"455",2019-07-28 06:00:00,30,NA,205.1,2.3
"456",2019-07-28 07:00:00,36,NA,215.5,1.5
"457",2019-07-28 08:00:00,46,NA,237.9,1.1
"458",2019-07-28 09:00:00,51,NA,251.4,1.5
"459",2019-07-29 00:00:00,37,NA,195.6,2.1
"460",2019-07-29 01:00:00,34,NA,194.6,2.4
"461",2019-07-29 10:00:00,60,NA,0,NA
"462",2019-07-29 11:00:00,60,NA,0,NA
"463",2019-07-29 12:00:00,66,NA,0,NA
"464",2019-07-29 13:00:00,76,NA,0,NA
"465",2019-07-29 14:00:00,72,NA,0,NA
"466",2019-07-29 15:00:00,68,NA,0,NA
"467",2019-07-29 16:00:00,57,NA,0,NA
"468",2019-07-29 17:00:00,57,NA,0,NA
"469",2019-07-29 18:00:00,52,NA,0,NA
"470",2019-07-29 19:00:00,44,NA,0,NA
"471",2019-07-29 02:00:00,31,NA,192.7,2.8
"472",2019-07-29 20:00:00,43,NA,0,NA
"473",2019-07-29 21:00:00,41,NA,0,NA
"474",2019-07-29 22:00:00,40,NA,0,NA
"475",2019-07-29 23:00:00,39,NA,0,NA
"476",2019-07-29 03:00:00,32,NA,201.2,2.6
"477",2019-07-29 04:00:00,28,NA,204.5,2.1
"478",2019-07-29 05:00:00,25,NA,213.4,1.4
"479",2019-07-29 06:00:00,26,NA,200.9,2.1
"480",2019-07-29 07:00:00,29,NA,234.4,1
"481",2019-07-29 08:00:00,44,NA,318.4,0.9
"482",2019-07-29 09:00:00,58,NA,356.1,1.8
"483",2019-07-03 00:00:00,24,NA,NA,NA
"484",2019-07-03 01:00:00,16,NA,NA,NA
"485",2019-07-03 10:00:00,51,NA,NA,NA
"486",2019-07-03 11:00:00,57,NA,NA,NA
"487",2019-07-03 12:00:00,61,NA,NA,NA
"488",2019-07-03 13:00:00,63,NA,NA,NA
"489",2019-07-03 14:00:00,59,NA,NA,NA
"490",2019-07-03 15:00:00,63,NA,NA,NA
"491",2019-07-03 16:00:00,64,NA,NA,NA
"492",2019-07-03 17:00:00,63,NA,NA,NA
"493",2019-07-03 18:00:00,60,NA,NA,NA
"494",2019-07-03 19:00:00,55,NA,NA,NA
"495",2019-07-03 02:00:00,12,NA,NA,NA
"496",2019-07-03 20:00:00,51,NA,NA,NA
"497",2019-07-03 21:00:00,43,NA,NA,NA
"498",2019-07-03 22:00:00,39,NA,NA,NA
"499",2019-07-03 23:00:00,35,NA,NA,NA
"500",2019-07-03 03:00:00,10,NA,NA,NA
"501",2019-07-03 04:00:00,22,NA,NA,NA
"502",2019-07-03 05:00:00,25,NA,NA,NA
"503",2019-07-03 06:00:00,28,NA,NA,NA
"504",2019-07-03 07:00:00,31,NA,NA,NA
"505",2019-07-03 08:00:00,73,NA,NA,NA
"506",2019-07-03 09:00:00,49,NA,NA,NA
"507",2019-07-30 00:00:00,39,NA,0,NA
"508",2019-07-30 01:00:00,36,NA,0,NA
"509",2019-07-30 10:00:00,78,NA,212.3,1.7
"510",2019-07-30 11:00:00,79,NA,175.9,3.1
"511",2019-07-30 12:00:00,76,NA,170.3,3.6
