"","date","O3","NO2","WD","WS"
"1135",2019-08-27 23:00:00,19,10,80.9,0.9
"1136",2019-08-27 03:00:00,26,4,62.8,0.9
"1137",2019-08-27 04:00:00,21,7,37.6,0.8
"1138",2019-08-27 05:00:00,21,7,9.3,1.2
"1139",2019-08-27 06:00:00,16,12,39,1.1
"1140",2019-08-27 07:00:00,21,12,69.5,1.5
"1141",2019-08-27 08:00:00,73,11,67.5,1.6
"1142",2019-08-27 09:00:00,24,8,92.7,2
"1143",2019-08-28 00:00:00,15,12,49.7,0.6
"1144",2019-08-28 01:00:00,14,9,52.1,0.9
"1145",2019-08-28 10:00:00,21,10,325.3,1
"1146",2019-08-28 11:00:00,29,9,175.2,1.6
"1147",2019-08-28 12:00:00,33,7,157.6,1.5
"1148",2019-08-28 13:00:00,39,6,175.7,1.6
"1149",2019-08-28 14:00:00,40,7,226.1,2.9
"1150",2019-08-28 15:00:00,38,3,300.4,4.7
"1151",2019-08-28 16:00:00,37,3,312.5,4.2
"1152",2019-08-28 17:00:00,37,4,344.3,3.2
"1153",2019-08-28 18:00:00,36,5,338.4,2.2
"1154",2019-08-28 19:00:00,29,7,315.2,2
"1155",2019-08-28 02:00:00,11,10,27.5,1.3
"1156",2019-08-28 20:00:00,25,8,318.3,1.9
"1157",2019-08-28 21:00:00,20,9,308.6,2.8
"1158",2019-08-28 22:00:00,17,9,318.1,1.9
"1159",2019-08-28 23:00:00,16,6,311.6,2.5
"1160",2019-08-28 03:00:00,12,8,18.2,1.2
"1161",2019-08-28 04:00:00,12,8,26.6,1.2
"1162",2019-08-28 05:00:00,10,11,54.6,0.8
"1163",2019-08-28 06:00:00,14,9,349.9,1.3
"1164",2019-08-28 07:00:00,14,10,40.9,1.2
"1165",2019-08-28 08:00:00,17,7,58,1.5
"1166",2019-08-28 09:00:00,18,8,349.6,0.8
"1167",2019-08-29 00:00:00,16,5,306.3,3.2
"1168",2019-08-29 01:00:00,22,3,297,3.1
"1169",2019-08-29 10:00:00,42,2,299.9,4.8
"1170",2019-08-29 11:00:00,47,1,307.8,5.1
"1171",2019-08-29 12:00:00,49,1,311.1,5.2
"1172",2019-08-29 13:00:00,49,3,301.3,4.4
"1173",2019-08-29 14:00:00,53,2,306.1,4.4
"1174",2019-08-29 15:00:00,54,1,306.8,4.4
"1175",2019-08-29 16:00:00,53,1,311.1,4.2
"1176",2019-08-29 17:00:00,53,1,306.2,3.7
"1177",2019-08-29 18:00:00,50,3,310.7,2
"1178",2019-08-29 19:00:00,32,15,8.9,0.4
"1179",2019-08-29 02:00:00,24,3,310,3.1
"1180",2019-08-29 20:00:00,10,30,358,0.6
"1181",2019-08-29 21:00:00,9,27,322.5,0.7
"1182",2019-08-29 22:00:00,4,29,311.6,1.1
"1183",2019-08-29 23:00:00,3,28,325.7,0.7
"1184",2019-08-29 03:00:00,23,3,315,3.2
"1185",2019-08-29 04:00:00,24,3,309.1,4
"1186",2019-08-29 05:00:00,22,5,314.3,3.5
"1187",2019-08-29 06:00:00,20,8,309.7,3.8
"1188",2019-08-29 07:00:00,23,7,304.2,3.7
"1189",2019-08-29 08:00:00,31,8,307.1,4.3
"1190",2019-08-29 09:00:00,36,2,306.6,5.3
"1191",2019-08-03 00:00:00,43,NA,173,2.1
"1192",2019-08-03 01:00:00,44,NA,175.3,2.3
"1193",2019-08-03 10:00:00,65,NA,121.4,1.5
"1194",2019-08-03 11:00:00,72,NA,165.5,1.9
"1195",2019-08-03 12:00:00,71,NA,143.2,2.1
"1196",2019-08-03 13:00:00,64,NA,136.6,3
"1197",2019-08-03 14:00:00,65,NA,162.9,2.7
"1198",2019-08-03 15:00:00,62,NA,193.9,2.1
"1199",2019-08-03 16:00:00,54,NA,89.1,3.4
"1200",2019-08-03 17:00:00,55,NA,118.9,2.9
"1201",2019-08-03 18:00:00,52,NA,121.3,1.8
"1202",2019-08-03 19:00:00,43,NA,109.9,1.7
"1203",2019-08-03 02:00:00,43,NA,173.4,2
"1204",2019-08-03 20:00:00,37,NA,147.4,1.9
"1205",2019-08-03 21:00:00,39,NA,176.7,1.9
"1206",2019-08-03 22:00:00,39,NA,236.8,1.9
"1207",2019-08-03 23:00:00,39,NA,318,2.9
"1208",2019-08-03 03:00:00,39,NA,167.5,1.2
"1209",2019-08-03 04:00:00,37,NA,171.5,1.6
"1210",2019-08-03 05:00:00,31,NA,180,1.2
"1211",2019-08-03 06:00:00,17,NA,85.1,1.2
"1212",2019-08-03 07:00:00,31,NA,120.6,1.4
"1213",2019-08-03 08:00:00,45,NA,181.3,1.3
"1214",2019-08-03 09:00:00,54,NA,252.6,1.2
"1215",2019-08-30 00:00:00,6,24,319.7,0.5
"1216",2019-08-30 01:00:00,11,17,236.3,0.5
"1217",2019-08-30 10:00:00,44,14,198.1,1.7
"1218",2019-08-30 11:00:00,60,8,207.6,2
"1219",2019-08-30 12:00:00,70,6,207.5,2.1
"1220",2019-08-30 13:00:00,73,5,183.9,2.9
"1221",2019-08-30 14:00:00,72,4,179,3.7
"1222",2019-08-30 15:00:00,67,5,174.6,3.9
"1223",2019-08-30 16:00:00,60,5,179,4.2
"1224",2019-08-30 17:00:00,54,5,175,4
"1225",2019-08-30 18:00:00,52,5,179.9,3.5
"1226",2019-08-30 19:00:00,50,6,183.8,3.1
"1227",2019-08-30 02:00:00,4,23,211.4,0.8
"1228",2019-08-30 20:00:00,44,9,187.1,2.5
"1229",2019-08-30 21:00:00,37,11,199.2,1.9
"1230",2019-08-30 22:00:00,36,9,195.3,1.6
"1231",2019-08-30 23:00:00,31,10,198.7,1.4
"1232",2019-08-30 03:00:00,3,22,208.7,0.4
"1233",2019-08-30 04:00:00,2,21,268.5,0.4
"1234",2019-08-30 05:00:00,2,20,336,0.7
"1235",2019-08-30 06:00:00,3,23,51.5,0.6
"1236",2019-08-30 07:00:00,12,25,191.9,1.4
"1237",2019-08-30 08:00:00,20,25,198.1,1.6
"1238",2019-08-30 09:00:00,31,21,189.6,1.3
"1239",2019-08-31 00:00:00,27,11,189.3,1.3
"1240",2019-08-31 01:00:00,22,13,183.8,1.5
"1241",2019-08-31 10:00:00,55,3,32.6,3.1
"1242",2019-08-31 11:00:00,63,3,28,3
"1243",2019-08-31 12:00:00,67,2,12.4,2.3
"1244",2019-08-31 13:00:00,68,2,6.3,2.1
"1245",2019-08-31 14:00:00,68,2,6.6,1.8
"1246",2019-08-31 15:00:00,70,2,7.4,2.3
"1247",2019-08-31 16:00:00,71,3,61.1,2.4
"1248",2019-08-31 17:00:00,69,4,57.2,2.5
"1249",2019-08-31 18:00:00,60,4,56.2,2.7
"1250",2019-08-31 19:00:00,52,6,45.5,2.3
"1251",2019-08-31 02:00:00,22,12,197.1,1.1
"1252",2019-08-31 20:00:00,45,6,28.5,2.4
"1253",2019-08-31 21:00:00,40,8,43.3,2.7
"1254",2019-08-31 22:00:00,40,6,26.5,2.9
"1255",2019-08-31 23:00:00,38,6,48.1,2.5
"1256",2019-08-31 03:00:00,15,15,188.1,0.7
"1257",2019-08-31 04:00:00,8,17,317.5,0.8
"1258",2019-08-31 05:00:00,8,17,10.4,0.8
"1259",2019-08-31 06:00:00,15,13,310.2,0.6
"1260",2019-08-31 07:00:00,31,6,13,2.6
"1261",2019-08-31 08:00:00,37,4,20.1,3.7
"1262",2019-08-31 09:00:00,45,4,28.4,3.5
"1263",2019-08-04 00:00:00,44,NA,356.6,2.1
"1264",2019-08-04 01:00:00,40,NA,226.5,1
"1265",2019-08-04 10:00:00,50,NA,322.6,4.3
"1266",2019-08-04 11:00:00,55,NA,321.8,4.7
"1267",2019-08-04 12:00:00,61,NA,318.5,4
"1268",2019-08-04 13:00:00,62,NA,315.8,3.6
"1269",2019-08-04 14:00:00,61,NA,310.3,4.1
"1270",2019-08-04 15:00:00,65,NA,291.5,3.2
"1271",2019-08-04 16:00:00,65,NA,304.5,3
"1272",2019-08-04 17:00:00,65,NA,310.3,3
"1273",2019-08-04 18:00:00,61,NA,314.9,3
"1274",2019-08-04 19:00:00,55,NA,322.2,2
"1275",2019-08-04 02:00:00,37,NA,221.7,0.6
"1276",2019-08-04 20:00:00,53,NA,77.3,1
"1277",2019-08-04 21:00:00,63,NA,122.8,1.2
"1278",2019-08-04 22:00:00,55,NA,142.8,0.9
"1279",2019-08-04 23:00:00,37,NA,302.4,0.8
"1280",2019-08-04 03:00:00,32,NA,338.4,1.3
"1281",2019-08-04 04:00:00,30,NA,325.1,1.7
"1282",2019-08-04 05:00:00,30,NA,317,1.8
"1283",2019-08-04 06:00:00,35,NA,310.6,2.5
"1284",2019-08-04 07:00:00,34,NA,312.9,3.3
"1285",2019-08-04 08:00:00,42,NA,324.8,3.6
"1286",2019-08-04 09:00:00,51,NA,324.8,2.8
"1287",2019-08-05 00:00:00,29,NA,23,0.7
"1288",2019-08-05 01:00:00,19,NA,319.8,1.5
"1289",2019-08-05 10:00:00,50,NA,19.9,2
"1290",2019-08-05 11:00:00,66,NA,40.5,2
"1291",2019-08-05 12:00:00,71,NA,32.5,2
"1292",2019-08-05 13:00:00,70,NA,118,2.4
"1293",2019-08-05 14:00:00,63,NA,157.7,2.9
"1294",2019-08-05 15:00:00,65,NA,138.3,3.2
"1295",2019-08-05 16:00:00,63,NA,153.3,2.6
"1296",2019-08-05 17:00:00,61,NA,154.8,2.5
"1297",2019-08-05 18:00:00,58,NA,164.5,2.9
"1298",2019-08-05 19:00:00,54,NA,185.4,1.9
"1299",2019-08-05 02:00:00,24,NA,315.5,2.1
"1300",2019-08-05 20:00:00,50,NA,197.7,2
"1301",2019-08-05 21:00:00,47,NA,197.2,1.6
"1302",2019-08-05 22:00:00,41,NA,208.7,1.7
"1303",2019-08-05 23:00:00,41,NA,241.5,0.8
"1304",2019-08-05 03:00:00,19,NA,19.5,1.3
"1305",2019-08-05 04:00:00,17,NA,62.9,0.9
"1306",2019-08-05 05:00:00,20,NA,20.7,1
"1307",2019-08-05 06:00:00,20,NA,20.4,2
"1308",2019-08-05 07:00:00,20,NA,22.2,2.4
"1309",2019-08-05 08:00:00,27,NA,59.8,2.6
"1310",2019-08-05 09:00:00,36,NA,21.8,2.4
"1311",2019-08-06 00:00:00,46,NA,263.4,1.6
"1312",2019-08-06 01:00:00,47,NA,203,1.2
"1313",2019-08-06 10:00:00,64,NA,180.9,1.9
"1314",2019-08-06 11:00:00,79,NA,184.5,2.5
"1315",2019-08-06 12:00:00,79,NA,175,2.5
"1316",2019-08-06 13:00:00,84,NA,190.5,3
"1317",2019-08-06 14:00:00,79,NA,167.5,3.6
"1318",2019-08-06 15:00:00,74,NA,187.8,3.3
"1319",2019-08-06 16:00:00,58,NA,175.2,4.2
"1320",2019-08-06 17:00:00,55,NA,178.1,4
"1321",2019-08-06 18:00:00,48,NA,180.4,3.8
"1322",2019-08-06 19:00:00,49,NA,19.1,3.7
"1323",2019-08-06 02:00:00,44,NA,241.6,1.3
"1324",2019-08-06 20:00:00,42,NA,95.8,1.5
"1325",2019-08-06 21:00:00,38,NA,111.9,1
"1326",2019-08-06 22:00:00,38,NA,151.2,2.1
"1327",2019-08-06 23:00:00,33,NA,174.7,3.4
"1328",2019-08-06 03:00:00,42,NA,253.3,0.9
"1329",2019-08-06 04:00:00,38,NA,195.9,1
"1330",2019-08-06 05:00:00,31,NA,185.7,1.2
"1331",2019-08-06 06:00:00,29,NA,199.9,1.4
"1332",2019-08-06 07:00:00,34,NA,221.5,0.9
"1333",2019-08-06 08:00:00,71,NA,190.5,1.6
"1334",2019-08-06 09:00:00,40,NA,165.6,1.8
"1335",2019-08-07 00:00:00,31,NA,186.7,3.1
"1336",2019-08-07 01:00:00,32,NA,192.7,2.9
"1337",2019-08-07 10:00:00,69,NA,185,2.5
"1338",2019-08-07 11:00:00,63,NA,184.8,3.6
"1339",2019-08-07 12:00:00,58,NA,175.8,4.7
"1340",2019-08-07 13:00:00,52,NA,178.3,5
"1341",2019-08-07 14:00:00,55,NA,303.6,7.9
"1342",2019-08-07 15:00:00,51,NA,322.4,5.5
"1343",2019-08-07 16:00:00,49,NA,317.2,1.2
"1344",2019-08-07 17:00:00,52,NA,297.1,1.3
"1345",2019-08-07 18:00:00,43,NA,114.8,1.8
"1346",2019-08-07 19:00:00,34,NA,125.7,1.4
"1347",2019-08-07 02:00:00,31,NA,198.5,2.9
"1348",2019-08-07 20:00:00,38,NA,173.5,1.8
"1349",2019-08-07 21:00:00,35,NA,194.7,2
"1350",2019-08-07 22:00:00,35,NA,204.6,1.9
"1351",2019-08-07 23:00:00,32,NA,233,1.4
"1352",2019-08-07 03:00:00,31,NA,197.7,2.7
"1353",2019-08-07 04:00:00,31,NA,201.3,2.4
"1354",2019-08-07 05:00:00,29,NA,202.1,2.3
"1355",2019-08-07 06:00:00,27,NA,205.2,2.2
"1356",2019-08-07 07:00:00,30,NA,262.9,1.8
"1357",2019-08-07 08:00:00,42,NA,270.3,1.7
"1358",2019-08-07 09:00:00,56,NA,181,1.9
"1359",2019-08-08 00:00:00,33,NA,227.9,1.2
"1360",2019-08-08 01:00:00,32,NA,214.8,1.2
"1361",2019-08-08 10:00:00,58,NA,292.3,4.5
"1362",2019-08-08 11:00:00,57,NA,288.4,4.2
"1363",2019-08-08 12:00:00,58,NA,295,4.1
"1364",2019-08-08 13:00:00,60,NA,298.6,3.4
"1365",2019-08-08 14:00:00,57,NA,279.4,2.9
"1366",2019-08-08 15:00:00,58,NA,254.6,2.7
"1367",2019-08-08 16:00:00,56,NA,257.3,2.5
"1368",2019-08-08 17:00:00,52,NA,267.6,2.7
"1369",2019-08-08 18:00:00,47,NA,269,2.9
"1370",2019-08-08 19:00:00,46,NA,285.7,3.2
"1371",2019-08-08 02:00:00,34,NA,260.5,1.3
"1372",2019-08-08 20:00:00,43,NA,278.9,1.9
"1373",2019-08-08 21:00:00,41,NA,267,2.4
"1374",2019-08-08 22:00:00,38,NA,265.4,1.8
"1375",2019-08-08 23:00:00,38,NA,263.9,1.6
"1376",2019-08-08 03:00:00,30,NA,288.9,1.4
"1377",2019-08-08 04:00:00,28,NA,279.3,0.8
"1378",2019-08-08 05:00:00,31,NA,246.2,1.1
"1379",2019-08-08 06:00:00,23,NA,209.6,1.2
"1380",2019-08-08 07:00:00,36,NA,279,1.9
"1381",2019-08-08 08:00:00,46,NA,295.5,3.3
"1382",2019-08-08 09:00:00,53,NA,303.7,4.8
"1383",2019-08-09 00:00:00,39,NA,289.1,2.5
"1384",2019-08-09 01:00:00,39,NA,297.4,3.6
"1385",2019-08-09 10:00:00,53,NA,296.3,4.7
"1386",2019-08-09 11:00:00,56,NA,299.8,4.3
"1387",2019-08-09 12:00:00,58,NA,289.9,3.8
"1388",2019-08-09 13:00:00,57,NA,313.4,4.6
"1389",2019-08-09 14:00:00,54,NA,309.9,4.5
"1390",2019-08-09 15:00:00,51,NA,305.5,6.6
"1391",2019-08-09 16:00:00,51,NA,309,5.8
"1392",2019-08-09 17:00:00,52,NA,306.2,4.9
"1393",2019-08-09 18:00:00,51,NA,310.5,3.9
"1394",2019-08-09 19:00:00,50,NA,326.2,4.1
"1395",2019-08-09 02:00:00,40,NA,302.1,4
"1396",2019-08-09 20:00:00,51,NA,321.9,3.7
"1397",2019-08-09 21:00:00,50,NA,312,4.4
"1398",2019-08-09 22:00:00,51,NA,315.2,4.4
"1399",2019-08-09 23:00:00,50,NA,314.4,4.6
"1400",2019-08-09 03:00:00,41,NA,313.3,3.7
"1401",2019-08-09 04:00:00,40,NA,327.7,2.9
"1402",2019-08-09 05:00:00,36,NA,327.7,2.5
"1403",2019-08-09 06:00:00,34,NA,329,2.6
"1404",2019-08-09 07:00:00,38,NA,323.2,3
"1405",2019-08-09 08:00:00,46,NA,309.4,5
"1406",2019-08-09 09:00:00,50,NA,307.1,4.7
"1407",2019-07-27 14:00:00,NA,NA,0,NA
"1408",2019-08-18 13:00:00,NA,NA,144.5,4.6
"1409",2019-08-18 14:00:00,NA,NA,146.2,3.8
"1410",2019-08-18 15:00:00,NA,NA,165.7,3.4
"1411",2019-08-18 16:00:00,NA,NA,164.7,2.9
"1412",2019-08-18 17:00:00,NA,NA,155.4,3.5
"1413",2019-08-18 18:00:00,NA,NA,168.8,2.6
"1414",2019-08-18 19:00:00,NA,NA,157.3,2.1
"1415",2019-08-18 20:00:00,NA,NA,194.6,3.3
"1416",2019-08-18 21:00:00,NA,NA,22.1,2.8
"1417",2019-08-18 22:00:00,NA,NA,114.9,1.2
"1418",2019-08-18 23:00:00,NA,NA,44.6,0.8
"1419",2019-08-19 00:00:00,NA,NA,329.1,1.6
"1420",2019-08-19 01:00:00,NA,NA,80.3,0.8
"1421",2019-08-19 02:00:00,NA,NA,92,0.8
"1422",2019-08-19 03:00:00,NA,NA,167,1.6
"1423",2019-08-19 04:00:00,NA,NA,190.7,1.3
"1424",2019-08-19 05:00:00,NA,NA,166.9,1.5
"1425",2019-08-20 13:00:00,NA,NA,128.9,2.4
"1426",2019-08-20 14:00:00,NA,NA,117.3,3.1
"1427",2019-08-20 15:00:00,NA,NA,76.3,5
"1428",2019-08-20 16:00:00,NA,NA,126.2,8.1
"1429",2019-08-20 17:00:00,NA,NA,319.5,3.1
"1430",2019-08-20 18:00:00,NA,NA,250.4,2.5
"1431",2019-08-20 19:00:00,NA,NA,213.3,2.2
"1432",2019-08-20 20:00:00,NA,NA,179.5,1.9
"1433",2019-08-20 21:00:00,NA,NA,222.3,1.2
"1434",2019-08-20 22:00:00,NA,NA,163.1,2.5
"1435",2019-08-20 23:00:00,NA,NA,186.8,1.8
"1436",2019-08-21 00:00:00,NA,NA,200.3,1.2
"1437",2019-08-21 01:00:00,NA,NA,275.6,1.5
"1438",2019-08-21 02:00:00,NA,NA,206.9,1.9
"1439",2019-08-21 03:00:00,NA,NA,211.3,1.7
"1440",2019-08-21 04:00:00,NA,NA,200.9,2.5
"1441",2019-08-21 05:00:00,NA,NA,204.9,2.8
